name,rating,price_original,price_current,discount_percent,days_until_sale,genre,reviews_count,player_trend,will_be_discounted
Madden NFL 24,46.99335948685606,3.6137287803480103,5.6154576180033935,1.113760153452157,0.0,Racing,26347.96736355445,stable,0
Hades,65.88814704811986,77.16058829263551,30.96534436551032,60.77989472175274,7.528274921963648,Racing,175764.96050319215,stable,1
Terraria,52.097778918226346,42.80416320238554,40.312494787692415,0.0,0.0,Puzzle,190932.21147178698,growing,0
NBA 2K25,86.1139760328933,30.52853697562158,12.546944191608619,60.97431202146713,29.51656156080672,RPG,148949.79006693308,growing,1
No Man's Sky,57.610032817399116,39.10566156293155,38.936756665131895,0.0,0.0,RPG,78952.41255461941,falling,0
Watch Dogs 2,72.19160956856297,23.51103228277829,23.1248180609612,0.5830228412805603,0.0,Metroidvania,166738.88589842117,growing,0
Mount & Blade II: Bannerlord,60.12645054079342,61.345106914112264,63.697968075568674,0.0,0.0,Roguelike,189511.9246361761,growing,0
Forza Horizon 5,88.60984821573226,17.6708024010316,19.28648914262443,1.1894833797512274,0.24637062829011813,Co-op,89945.5660926028,falling,0
Counter-Strike 2,50.54634708400463,63.85198434706633,65.02070586478605,0.0,0.3770993383107778,Horror,21215.69697044323,stable,0
Planet Zoo,47.62301796409514,5.806131548246831,3.0861054262394387,0.0,0.0,Survival,164901.15106836145,stable,0
Planet Zoo,52.100804174554824,69.38866636293487,68.57580615648347,0.0,0.03661388116900483,Adventure,146710.195975951,growing,0
The Division 2,57.38814277962436,75.53283270699211,31.38724720452159,60.554551191181595,25.589030404369733,Fighting,131644.30883030494,falling,1
Terraria,83.11788166316984,27.426462632216108,7.552932641434862,69.44211442616526,17.89309061930512,Fighting,194706.4198285245,falling,1
Guilty Gear Strive,76.33233113001857,5.219862982986076,2.2023303756701917,70.29666316801804,29.48018092980046,RPG,181305.77560327653,falling,1
Palworld,62.75619565141293,44.473543405051785,42.0489452011268,0.0,0.0,Horror,34179.15095473675,stable,0
Sekiro: Shadows Die Twice,90.50486303147949,73.15278387657813,74.16948922922457,1.5427200626522397,0.0,Roguelike,81788.64034960412,growing,0
Team Fortress 2,57.043494030188036,9.122381142145894,7.657707111234911,1.1916666651741477,0.2850481354357719,Roguelike,110579.08139571603,stable,0
Starfield,53.866051754202886,48.39069324880999,50.03355587881359,0.9418648969516061,0.0,RPG,109755.31700708764,stable,0
Destiny 2,87.43532224804494,25.90409391995012,16.835545345769848,40.403553474223614,4.05928550889922,Fighting,33698.217413159255,growing,1
Lost Ark,77.65368431986798,63.59852982469198,38.594694080179536,40.26179545906744,12.175241176590081,Indie,189759.05945245211,stable,1
Dead Cells,73.07775394791001,72.38912360304363,37.47931718853352,50.92589325687131,2.556053515118906,Roguelike,187527.7830937736,falling,1
Warframe,96.45053756194834,49.827340691431644,50.258263116273405,0.0,0.0,Simulation,93038.94462202741,growing,0
Baldur's Gate 3,70.98119889586246,9.771469304121824,2.088856815649901,71.0862779448894,10.715141179869953,Metroidvania,150858.51682563798,growing,1
Goat Simulator 3,92.62251578152022,47.49998628197863,48.95254428884582,0.8516915104977065,0.43869178714953244,Sports,73228.2806868565,stable,0
Elden Ring,63.34860301970582,52.590792222749606,31.4231967627706,40.19284472091123,10.428409069591266,Indie,159213.05788280896,stable,1
Halo Master Chief Collection,49.625551001148914,82.53548644641342,79.56558559138394,0.0,0.1362758134958805,Co-op,141246.0028900642,stable,0
Black Desert Online,53.512200002221014,20.42679123885192,7.988869434378648,60.23373281399345,9.072955653892286,Racing,27519.116430145048,falling,1
Planet Coaster,64.39248473199564,40.43303484849475,39.98249029392853,0.5158844895907947,0.0,Survival,91946.32166474698,stable,0
Dota 2,86.76145220777327,41.59051428506514,42.069368130799596,0.0,0.32742088147782566,Puzzle,29755.662691916452,stable,0
Factorio,74.36983956572197,34.29932702916596,21.74890561016001,30.151157078228987,15.56030425174164,Adventure,186658.2723124127,falling,1
Warframe,89.06941049982522,8.102316144550162,8.5349893569119,0.0,0.0,Survival,169659.50262911117,growing,0
Banished,40.903416477726196,43.24734746985451,31.031974188798916,26.378094424301363,7.61022551919835,Puzzle,28054.39663824946,falling,1
Limbo,86.00828661820726,53.720147691705876,18.439303904689016,68.20880640220972,3.780475948256194,Roguelike,118586.3043803396,falling,1
Lies of P,55.08487824367472,12.52047843024815,10.078816620260406,1.44542804055792,0.44697273293125256,Sports,165574.2248808171,falling,0
Palworld,97.33946479622169,61.16803030694368,13.144180730982367,80.43194320384075,2.2423643234061053,Horror,81958.79857697489,stable,1
Guilty Gear Strive,90.62564701682452,69.97151227621298,40.52623700557237,41.67325509181911,22.58367855782178,Indie,177529.05318590184,falling,1
Devil May Cry 5,87.03566428778844,12.226052631975849,10.498054464815347,0.0,0.0,Adventure,166462.84971747667,stable,0
Destiny 2,95.20140989606746,21.966380854022393,16.59859207724501,28.861296891175858,26.97231678152042,Shooter,141455.9491988657,falling,1
Outlast,67.99433137571022,2.1262830657293357,1.9816622989789403,1.8185086096130287,0.0,Sports,76694.80650963676,growing,0
Rainbow Six Siege,66.50592865550533,0.1,2.9819022089646205,0.5804522580840624,0.8274371449400766,Simulation,11839.997780526775,stable,0
Hades,78.28408770536026,73.64720560735613,36.69885871977366,49.03700626088026,6.070588598461054,Racing,30338.72893993501,stable,1
It Takes Two,59.23643843010124,1.2099341650995057,0.0,51.712306678969014,5.973737291308199,Horror,41241.45182642335,stable,1
The Binding of Isaac,95.38712750709703,44.15746941268536,44.698658224110766,1.05629262957079,0.20879203592114268,RPG,191376.09890983615,growing,0
Hades,56.00193801484864,30.4112460615588,11.270519683155571,70.09875143150293,16.856234533901702,Roguelike,129438.50612287765,growing,1
Watch Dogs 2,72.12415561381626,29.227656609441368,28.739071736073935,1.159611140775553,0.0,Horror,176614.5485798518,falling,0
Hotline Miami,56.4143078220158,25.017279227662215,6.97282698245659,69.56136567677832,24.66782501500778,Co-op,153194.73568917907,growing,1
PUBG,65.04652132210039,60.41257631196673,47.34713857119397,19.86117325869401,26.528588605509842,Simulation,126242.75839226352,stable,1
The Elder Scrolls V: Skyrim,94.9446546536855,79.67729976726267,69.4137575375912,10.338784117336363,26.331153588551803,Simulation,184478.12151983703,falling,1
RimWorld,51.98695615929957,30.22738084800223,29.840268724227297,2.709081841620585,0.0,Shooter,93426.54702840722,stable,0
Palworld,54.377962682663366,65.29684041676612,66.6391297066559,2.483939058920053,0.5002710193500318,Racing,46389.027952562945,growing,0
Goat Simulator 3,63.43430717280031,59.98671329155738,60.588197596006964,0.0,0.9247159787980677,Simulation,106393.56927229845,growing,0
Madden NFL 24,53.453632250730564,51.646385536954945,54.165374963664,1.0750564904652218,0.003183437117014156,Strategy,143985.28756461226,stable,0
Seven Days to Die,93.88580350140876,3.8071271622831615,1.127805854533214,59.725369829548875,6.58251962258141,Adventure,83806.61144692192,growing,1
RimWorld,53.726836509487846,44.50450660207533,44.02395810043889,0.0,0.0,Fighting,64404.3013084757,growing,0
Warframe,71.86029119834956,52.54255035884781,51.15964040049126,0.0,0.0,Indie,161531.39813652713,falling,0
Planet Zoo,70.3738845264843,56.886630153510914,31.598412258276824,39.222847946522485,15.983861268237796,Indie,47099.09990440039,growing,1
Cyberpunk 2077,53.79138439643421,56.90240895150741,11.476725820142239,79.40164627277271,14.351937074698306,Action,128898.08531623248,growing,1
Oxygen Not Included,76.2777702931022,49.41764216176698,9.02410605415353,79.9929514541356,16.665779650934454,Survival,97794.38845817895,growing,1
Lost Ark,49.74086588516599,64.49949076869265,11.807338144375155,79.84692088733496,27.797764749524383,Racing,65496.89763415529,falling,1
The Callisto Protocol,83.3496535002354,40.62912363674935,28.068382113696646,28.942254225877754,12.64614021009886,Indie,171724.0111298976,growing,1
Ori and the Will of the Wisps,74.50972443946465,55.60476270507209,57.89494202201634,0.0,0.0,Roguelike,41379.17476295135,stable,0
Team Fortress 2,41.176326747844605,77.41712387546441,24.3820703613483,69.4655134238562,4.098200829996812,Shooter,154861.5957621274,stable,1
Terraria,70.69929678042875,38.784657335206724,38.20152933652458,0.21985035677262738,0.0,Strategy,89347.81703470624,falling,0
Final Fantasy VII Remake,42.77470145851945,52.32362501143458,49.86159858053582,1.1261440328216934,0.709676997611141,Puzzle,126629.65375320379,growing,0
RimWorld,82.33114713856625,71.69663478728339,68.48721677896657,0.47645057307268524,0.2778518263065224,Metroidvania,183457.23507962894,falling,0
Surgeon Simulator,59.72577513029396,73.98564582581096,75.81705211353628,0.060661678032463924,0.33280582162874417,Co-op,80660.43535771857,falling,0
Resident Evil Village,74.66694363640259,25.800749023998677,27.29065004830531,0.2488689636569279,0.2037621638975658,Fighting,104391.5485539744,growing,0
The Binding of Isaac,57.102053884808335,5.18490236780296,7.404104924788242,0.19197454524225485,0.06048903442586384,Shooter,129734.79441142465,stable,0
Apex Legends,84.15839218649612,77.87576304080548,77.94446310676366,0.0,0.7211495363097357,Simulation,93878.43360760472,growing,0
Cities: Skylines,66.11434335957512,59.06486877332358,59.467462138143894,0.0,0.0,Metroidvania,194818.83279145448,stable,0
Team Fortress 2,76.46264760384729,23.072512019964243,22.24275958001935,0.0,0.33831686658147253,Co-op,29787.531183241463,falling,0
Cities: Skylines 2,41.56523091135775,41.92181060235862,40.98284120253264,0.0,0.0,Action,190907.18206112648,falling,0
Euro Truck Simulator 2,98.31844936861869,26.474589215826594,4.349571492117741,70.11995084463244,4.660709181086046,Adventure,97175.0383756721,growing,1
Ori and the Blind Forest,97.14214204553308,17.50994882098582,10.58316382991772,30.55793056581499,8.440829495982522,Co-op,58431.960458775306,growing,1
A Way Out,71.38426211809492,58.02987347176385,59.53749869517351,0.0,0.5483224329296472,Adventure,98081.47156250152,growing,0
Inside,69.4812572072577,27.547940370627657,31.850520734744265,0.0,0.6940876172212691,Metroidvania,42638.7731217984,falling,0
Assassin’s Creed Odyssey,45.844985167325504,70.63576905295703,43.914996644163324,40.80267332397377,29.758395703702792,Roguelike,7147.517426948854,growing,1
Hotline Miami,83.66210221693122,4.3334753977731815,1.7730057637209482,51.54924175288141,15.708546830676909,Horror,24463.202287809294,falling,1
Slime Rancher 2,46.274229767152306,63.764282717629314,25.404776983418017,60.93479329632171,14.009000637669978,Action,84566.58719955312,falling,1
Satisfactory,57.66216534439864,16.86723485487125,17.602814161532322,0.0,0.0,Simulation,74400.82421155668,falling,0
Team Fortress 2,78.0383692696418,61.016277316138215,61.980711154098216,1.858339070404642,0.0,Metroidvania,43134.77769791807,falling,0
Among Us,42.175838222599616,41.23838986651014,43.70157361043775,0.46392726752721736,0.06860019350390797,Roguelike,93088.71250371935,growing,0
Starfield,48.49891358712116,63.48898459555393,21.853622897818468,69.78045852850849,14.5434498077613,Roguelike,103951.04965162836,growing,1
RimWorld,45.76179037354038,48.04747753615872,49.69856757121295,0.0,0.7526967874768563,RPG,114325.97411053197,growing,0
The Binding of Isaac,59.98410689208269,52.802837241567225,37.379492169353526,32.01836293488018,11.11286515196739,Fighting,111966.5133994026,falling,1
Doom Eternal,76.40741750741212,40.066672081634266,39.97615577964313,0.0,0.0,Strategy,67862.60037723304,falling,0
Euro Truck Simulator 2,97.19591119309536,31.088692723563323,24.20936977338555,17.513946103186875,24.92979360223849,Indie,88536.58108653658,falling,1
Mount & Blade II: Bannerlord,64.74136950806441,40.57666096484479,40.63371055752143,0.835425494203377,0.0,Survival,90568.20086394786,stable,0
Halo Master Chief Collection,48.72191971972758,66.63423804858438,46.67948202629838,30.40805559956219,24.9122392739949,Racing,160285.37441739792,stable,1
Watch Dogs 2,46.23560579031999,27.563974503577242,26.71911677724735,2.3887216265402964,0.17447677408475343,Co-op,196422.22941335518,falling,0
American Truck Simulator,41.74320939593873,42.552725780440916,23.38673077772787,39.54120214128509,3.653769177637209,Horror,103927.95424657669,falling,1
Slime Rancher 2,72.60626982670347,39.763406645191246,37.337561154257166,1.7176461881007061,0.0,Fighting,130583.6430555221,growing,0
Rainbow Six Siege,64.90492249860608,35.96332572829905,27.082726014042823,29.97282350929663,20.8097115193968,Racing,81048.75723762535,growing,1
Ori and the Will of the Wisps,92.23831373894555,20.92692359475934,10.615530798100878,50.98322611990541,1.4491053162629033,Metroidvania,8974.14607447461,falling,1
Hunt: Showdown,74.94620312073904,51.00212365593064,9.387785981804008,80.70700367587297,16.36922510592833,Survival,101594.8762085806,growing,1
CyberConnect,69.72326282276464,4.860908291535978,4.172199455223388,9.911771617611912,17.82518136115536,Strategy,147004.6862056378,growing,1
Sekiro: Shadows Die Twice,48.10648487027194,25.0607059030454,22.055809686559396,0.0,0.05515191890039789,RPG,129157.9295276722,growing,0
Lost Ark,92.77620015001816,76.07501789599465,76.85693169266378,0.0,0.0,Simulation,51058.11294200109,falling,0
Payday 3,62.32314525353606,30.916830117249226,31.67048552971827,0.0,0.3365411352104656,Metroidvania,123622.13119135909,stable,0
Dark Souls III,62.33850386105808,25.70795295023784,26.824910008583913,0.5285485213049839,0.0,Action,94086.85907079073,stable,0
Outlast,63.87754669197929,22.88253242547589,25.764332712251885,0.0,0.5222937551356772,Simulation,95261.78755209946,falling,0
Alan Wake 2,97.24179960772145,44.543781266872166,29.145865736632025,31.076075442921784,28.048424762846377,Roguelike,25968.751574558304,stable,1
Doom Eternal,45.5460872086627,11.029982256497341,13.06951766824803,0.0,0.0,Shooter,119357.90860620324,growing,0
Lethal Company,49.26176951925617,6.949875520318173,5.054575071627948,0.0,0.0,Roguelike,18770.90428676555,stable,0
Metal Gear Solid V,74.97701104294279,73.26798028639897,42.968127486639126,39.24276733155308,12.528346825493458,Sports,23932.727679599273,falling,1
PUBG,85.39095204384132,63.27243400133807,42.8743613643537,27.722746948584724,27.32408912361296,Roguelike,140354.22181198088,falling,1
Dragon Ball FighterZ,87.0146823582746,9.478283010058112,1.5792705660073934,79.86719399184997,19.168194068863176,RPG,195578.29437687923,stable,1
Warframe,48.05020175856786,74.91409369171816,73.23650665324466,0.0,0.0,RPG,60939.56042158073,falling,0
Valheim,51.91174224715764,45.95506502841261,46.78081600724626,0.07925477384579077,0.0,Metroidvania,196480.58752736708,falling,0
Guilty Gear Strive,51.714701924708244,15.67929327796059,14.79398802789845,0.0,0.0,Roguelike,40854.609078172194,falling,0
Slime Rancher 2,48.88544736823091,32.38612154168584,32.145109964157406,0.0,0.5354752799132263,Co-op,197041.24471159698,falling,0
Nier Automata,43.33995800658148,61.61479575439139,37.0007166213575,40.85936217512707,5.997855507369552,Co-op,67657.54328415837,growing,1
Rainbow Six Siege,61.47509378131604,72.5207430011249,67.02598059820694,11.951862799312687,23.43313409531425,Metroidvania,73625.27539904925,falling,1
Apex Legends,95.39229641097447,65.30109340642798,66.24622276522099,0.0,0.1800192978358215,Action,165700.74977519424,growing,0
Banished,46.92231351415201,52.64378033955142,51.740357675428136,1.93172506704135,0.0,Horror,176420.1816670576,falling,0
Red Dead Redemption 2,73.16162519430783,32.61500006242526,32.81450427383258,0.2534429965844894,0.0,Simulation,132107.06896728385,growing,0
ARK: Survival Evolved,67.28125142430576,37.16675363613068,35.64912341613849,0.0,0.1327999555092475,Adventure,78938.50052479884,growing,0
Don't Starve Together,89.06365115183085,46.52104295500964,44.8000270614344,0.25274880933498456,0.21655667425913366,Racing,117350.5998043205,stable,0
Warframe,65.68598487630952,65.2332010585117,63.97080169571904,0.0,0.0,Adventure,71685.61811421864,growing,0
RimWorld,75.55610288730263,7.324379581406153,8.601973053596254,0.0,0.26143258193791835,Co-op,96090.14027578688,stable,0
